connector_pk,transaction_pk,value_timestamp,value,reading_context,format,measurand,location,unit,phase
1730,,"2022-03-14 16:01:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 16:01:51.000000",239,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 16:06:51.000000",19797,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 16:06:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 16:06:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 16:06:51.000000",238,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 16:11:51.000000",19798,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 16:11:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 16:11:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 16:11:51.000000",237,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 16:16:51.000000",19798,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 16:16:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 16:16:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 16:16:51.000000",238,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 16:21:51.000000",19798,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 16:21:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 16:21:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 16:21:51.000000",238,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 16:26:51.000000",19799,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 16:26:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 16:26:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 16:26:51.000000",236,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 16:31:51.000000",19799,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 16:31:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 16:31:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 16:31:51.000000",237,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 16:36:51.000000",19801,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 16:36:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 16:36:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 16:36:51.000000",237,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 16:41:51.000000",19802,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 16:41:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 16:41:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 16:41:51.000000",236,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 16:46:51.000000",19802,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 16:46:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 16:46:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 16:46:51.000000",236,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 16:51:51.000000",19802,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 16:51:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 16:51:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 16:51:51.000000",236,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 16:56:51.000000",19802,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 16:56:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 16:56:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 16:56:51.000000",235,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 17:01:51.000000",19804,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 17:01:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 17:01:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 17:01:51.000000",239,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 17:06:51.000000",19804,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 17:06:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 17:06:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 17:06:51.000000",238,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 17:11:51.000000",19805,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 17:11:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 17:11:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 17:11:51.000000",235,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 17:16:51.000000",19805,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 17:16:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 17:16:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 17:16:51.000000",236,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 17:21:51.000000",19805,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 17:21:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 17:21:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 17:21:51.000000",235,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 17:26:51.000000",19806,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 17:26:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 17:26:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 17:26:51.000000",236,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 17:31:51.000000",19806,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 17:31:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 17:31:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 17:31:51.000000",232,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 17:36:51.000000",19808,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 17:36:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 17:36:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 17:36:51.000000",232,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 17:41:51.000000",19808,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 17:41:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 17:41:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 17:41:51.000000",233,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 17:46:51.000000",19809,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 17:46:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 17:46:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 17:46:51.000000",232,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 17:51:51.000000",19809,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 17:51:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 17:51:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 17:51:51.000000",232,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 17:56:51.000000",19809,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 17:56:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 17:56:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 17:56:51.000000",232,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 18:01:51.000000",19811,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 18:01:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 18:01:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 18:01:51.000000",233,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 18:06:51.000000",19811,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 18:06:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 18:06:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 18:06:51.000000",234,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 18:11:51.000000",19812,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 18:11:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 18:11:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 18:11:51.000000",232,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 18:16:51.000000",19812,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 18:16:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 18:16:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 18:16:51.000000",237,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 18:21:51.000000",19812,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 18:21:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 18:21:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 18:21:51.000000",226,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 18:26:51.000000",19813,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 18:26:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 18:26:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 18:26:51.000000",223,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 18:31:51.000000",19813,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 18:31:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 18:31:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 18:31:51.000000",228,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 18:36:51.000000",19815,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 18:36:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 18:36:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 18:36:51.000000",232,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 18:41:51.000000",19815,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 18:41:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 18:41:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 18:41:51.000000",232,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 18:46:51.000000",19815,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 18:46:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 18:46:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 18:46:51.000000",233,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 18:51:51.000000",19816,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 18:51:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 18:51:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 18:51:51.000000",232,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 18:56:51.000000",19816,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 18:56:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 18:56:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 18:56:51.000000",230,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 19:01:51.000000",19818,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 19:01:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 19:01:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 19:01:51.000000",230,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 19:06:51.000000",19818,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 19:06:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 19:06:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 19:06:51.000000",234,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 19:11:51.000000",19819,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 19:11:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 19:11:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 19:11:51.000000",230,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 19:16:51.000000",19819,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 19:16:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 19:16:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 19:16:51.000000",232,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 19:21:51.000000",19819,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 19:21:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 19:21:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 19:21:51.000000",235,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 19:26:51.000000",19820,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 19:26:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 19:26:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 19:26:51.000000",234,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 19:31:51.000000",19820,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 19:31:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 19:31:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 19:31:51.000000",230,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 19:36:51.000000",19822,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 19:36:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 19:36:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 19:36:51.000000",228,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 19:41:51.000000",19822,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 19:41:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 19:41:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 19:41:51.000000",232,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 19:46:51.000000",19822,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 19:46:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 19:46:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 19:46:51.000000",231,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 19:51:51.000000",19822,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 19:51:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 19:51:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 19:51:51.000000",232,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 19:56:51.000000",19823,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 19:56:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 19:56:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 19:56:51.000000",232,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 20:01:51.000000",19825,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 20:01:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 20:01:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 20:01:51.000000",234,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 20:06:51.000000",19825,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 20:06:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 20:06:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 20:06:51.000000",235,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 20:11:51.000000",19826,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 20:11:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 20:11:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 20:11:51.000000",234,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 20:16:51.000000",19826,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 20:16:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 20:16:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 20:16:51.000000",233,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 20:21:51.000000",19826,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 20:21:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 20:21:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 20:21:51.000000",237,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 20:26:51.000000",19827,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 20:26:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 20:26:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 20:26:51.000000",233,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 20:31:51.000000",19827,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 20:31:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 20:31:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 20:31:51.000000",232,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 20:36:51.000000",19829,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 20:36:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-14 20:36:51.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-14 20:36:51.000000",235,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-14 20:41:51.000000",19829,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-14 20:41:51.000000","0",Sample.Periodic,,Power.Active.Import,,W,
